match_type,confidence,source_a,source_a_row,source_b,source_b_row,date_a,date_b,amount_a,amount_b,currency_a,currency_b,reference_a,reference_b,description_a,description_b,amount_score,date_score,reference_score,description_score,direction_score,amount_difference,fx_rate,reason,gross_amount,settled_amount,fee_amount,fee_percent,context_score,matched_source_rows,matched_amounts,cluster_total,difference
FUZZY,86.0,ledger_transactions.csv | table=1,0,bank_statement.csv | table=1,4,2024-01-01,2024-01-01,603.77,603.77,INV,,ledg00165,bank00438,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,126,bank_statement.csv | table=1,130,2024-01-23,2024-01-23,1501.81,1501.81,,,ledg00163,bank00429,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,127,bank_statement.csv | table=1,132,2024-01-23,2024-01-23,88.23,88.23,,,ledg00008,bank00125,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,128,bank_statement.csv | table=1,139,2024-01-23,2024-01-24,100.0,100.0,,,ledg00423,bank00483,transfer system auto,transfer,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,130,bank_statement.csv | table=1,124,2024-01-23,2024-01-22,50.0,50.0,,,ledg00332,bank00013,credit user sara,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,131,bank_statement.csv | table=1,127,2024-01-23,2024-01-23,809.84,809.84,,,ledg00291,bank00356,transfer system auto,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,132,bank_statement.csv | table=1,128,2024-01-23,2024-01-23,967.37,967.37,,,ledg00351,bank00255,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,133,bank_statement.csv | table=1,140,2024-01-24,2024-01-24,1000.0,1000.0,,,ledg00244,bank00011,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,134,bank_statement.csv | table=1,134,2024-01-24,2024-01-24,250.01,250.0,INV,,ledg00432,bank00092,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,135,bank_statement.csv | table=1,135,2024-01-24,2024-01-24,10.47,10.47,,,ledg00276,bank00352,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,136,bank_statement.csv | table=1,133,2024-01-24,2024-01-24,1644.67,1644.67,,,ledg00083,bank00478,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,139,bank_statement.csv | table=1,138,2024-01-24,2024-01-24,907.17,907.17,,,ledg00312,bank00225,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,140,bank_statement.csv | table=1,143,2024-01-24,2024-01-24,50.0,50.0,,,ledg00222,bank00275,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,141,bank_statement.csv | table=1,141,2024-01-25,2024-01-24,951.69,951.69,,,ledg00113,bank00336,credit user sara,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,144,bank_statement.csv | table=1,148,2024-01-25,2024-01-26,957.65,957.66,,,ledg00198,bank00093,transfer user john,transfer,100.0,66.67,33.33,100.0,100.0,0.01,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,145,bank_statement.csv | table=1,136,2024-01-25,2024-01-24,139.32,139.32,,,ledg00319,bank00371,debit system auto,debit,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,146,bank_statement.csv | table=1,147,2024-01-25,2024-01-25,1609.91,1609.91,,,ledg00236,bank00347,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,147,bank_statement.csv | table=1,146,2024-01-26,2024-01-25,1978.48,1978.48,,,ledg00180,bank00370,transfer user sara,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,148,bank_statement.csv | table=1,150,2024-01-26,2024-01-26,1574.83,1574.83,,,ledg00200,bank00368,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,150,bank_statement.csv | table=1,155,2024-01-27,2024-01-27,1968.33,1968.33,INV,,ledg00156,bank00358,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,151,bank_statement.csv | table=1,152,2024-01-27,2024-01-27,675.16,675.15,,,ledg00440,bank00316,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,153,bank_statement.csv | table=1,154,2024-01-27,2024-01-27,1859.76,1859.76,,,ledg00240,bank00178,transfer user john,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,154,bank_statement.csv | table=1,158,2024-01-27,2024-01-28,1035.32,1035.32,,,ledg00152,bank00117,transfer system auto,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,155,bank_statement.csv | table=1,156,2024-01-27,2024-01-27,411.25,411.24,,,ledg00271,bank00184,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,156,bank_statement.csv | table=1,153,2024-01-27,2024-01-27,222.13,222.13,,,ledg00019,bank00317,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,158,bank_statement.csv | table=1,159,2024-01-28,2024-01-28,924.77,924.77,,,ledg00450,bank00320,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,160,bank_statement.csv | table=1,160,2024-01-28,2024-01-28,317.18,317.18,,,ledg00190,bank00169,debit user sara,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,161,bank_statement.csv | table=1,164,2024-01-29,2024-01-29,184.9,184.9,,,ledg00124,bank00154,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,162,bank_statement.csv | table=1,165,2024-01-29,2024-01-29,276.69,276.69,,,ledg00264,bank00097,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,165,bank_statement.csv | table=1,169,2024-01-30,2024-01-30,1908.63,1908.63,,,ledg00213,bank00311,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,166,bank_statement.csv | table=1,167,2024-01-30,2024-01-30,1412.8,1412.8,,,ledg00162,bank00319,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,167,bank_statement.csv | table=1,168,2024-01-30,2024-01-30,1101.72,1101.72,,,ledg00360,bank00172,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,168,bank_statement.csv | table=1,166,2024-01-30,2024-01-30,785.34,785.34,,,ledg00154,bank00017,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,171,bank_statement.csv | table=1,181,2024-02-01,2024-02-01,315.17,315.17,,,ledg00363,bank00216,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,172,bank_statement.csv | table=1,174,2024-02-01,2024-02-01,50.0,50.0,,,ledg00389,bank00387,debit user sara,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,174,bank_statement.csv | table=1,178,2024-02-01,2024-02-01,50.0,50.0,,,ledg00277,bank00157,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,175,bank_statement.csv | table=1,177,2024-02-01,2024-02-01,100.0,100.0,,,ledg00137,bank00193,credit user sara,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,176,bank_statement.csv | table=1,176,2024-02-01,2024-02-01,500.0,500.0,,,ledg00449,bank00481,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,179,bank_statement.csv | table=1,173,2024-02-01,2024-02-01,46.04,46.04,,,ledg00413,bank00218,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,180,bank_statement.csv | table=1,179,2024-02-01,2024-02-01,1659.54,1659.54,,,ledg00072,bank00342,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,181,bank_statement.csv | table=1,180,2024-02-01,2024-02-01,1612.58,1612.58,,,ledg00367,bank00268,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,182,bank_statement.csv | table=1,191,2024-02-02,2024-02-02,1000.0,1000.0,,,ledg00406,bank00487,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,184,bank_statement.csv | table=1,186,2024-02-02,2024-02-02,1789.49,1789.49,,,ledg00270,bank00123,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,185,bank_statement.csv | table=1,185,2024-02-02,2024-02-02,179.85,179.85,,,ledg00203,bank00246,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,83.4,ledger_transactions.csv | table=1,186,bank_statement.csv | table=1,187,2024-02-02,2024-02-02,1533.06,1491.12,,,ledg00215,bank00495,debit user sara,debit,89.06,100.0,33.33,100.0,100.0,41.94,,amounts are very close; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,187,bank_statement.csv | table=1,193,2024-02-02,2024-02-02,999.96,999.96,,,ledg00402,bank00296,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,188,bank_statement.csv | table=1,182,2024-02-02,2024-02-02,601.04,601.04,,,ledg00001,bank00362,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,189,bank_statement.csv | table=1,183,2024-02-02,2024-02-02,902.41,902.41,,,ledg00050,bank00023,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,192,bank_statement.csv | table=1,192,2024-02-02,2024-02-02,376.9,376.9,,,ledg00076,bank00305,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,193,bank_statement.csv | table=1,194,2024-02-02,2024-02-02,1949.65,1949.65,,,ledg00115,bank00465,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,194,bank_statement.csv | table=1,198,2024-02-03,2024-02-03,50.0,50.0,,,ledg00396,bank00435,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,195,bank_statement.csv | table=1,197,2024-02-03,2024-02-03,300.38,300.38,,,ledg00392,bank00469,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,196,bank_statement.csv | table=1,196,2024-02-03,2024-02-03,965.94,965.94,,,ledg00025,bank00077,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,198,bank_statement.csv | table=1,201,2024-02-04,2024-02-04,925.64,925.64,,,ledg00295,bank00113,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,200,bank_statement.csv | table=1,206,2024-02-04,2024-02-04,1631.5,1631.5,,,ledg00043,bank00486,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,201,bank_statement.csv | table=1,200,2024-02-04,2024-02-04,500.0,500.0,,,ledg00231,bank00112,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,202,bank_statement.csv | table=1,204,2024-02-04,2024-02-04,1046.89,1047.39,,,ledg00384,bank00327,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.5,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,203,bank_statement.csv | table=1,203,2024-02-04,2024-02-04,1000.0,1000.0,,,ledg00364,bank00062,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,205,bank_statement.csv | table=1,207,2024-02-05,2024-02-05,120.75,120.75,,,ledg00081,bank00155,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,206,bank_statement.csv | table=1,208,2024-02-05,2024-02-05,782.65,782.65,,,ledg00386,bank00065,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,207,bank_statement.csv | table=1,212,2024-02-06,2024-02-06,1117.88,1117.88,,,ledg00146,bank00267,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,208,bank_statement.csv | table=1,213,2024-02-06,2024-02-06,131.55,131.55,,,ledg00315,bank00128,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,209,bank_statement.csv | table=1,215,2024-02-06,2024-02-06,1998.7,1998.71,,,ledg00030,bank00335,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,210,bank_statement.csv | table=1,210,2024-02-06,2024-02-05,824.73,824.73,,,ledg00023,bank00281,debit user john,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,211,bank_statement.csv | table=1,211,2024-02-06,2024-02-05,1000.0,1000.0,,,ledg00118,bank00238,credit system auto,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,212,bank_statement.csv | table=1,216,2024-02-07,2024-02-07,877.89,877.89,,,ledg00116,bank00282,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,215,bank_statement.csv | table=1,217,2024-02-07,2024-02-07,100.0,100.0,,,ledg00303,bank00312,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,217,bank_statement.csv | table=1,218,2024-02-08,2024-02-07,500.0,500.0,,,ledg00139,bank00018,debit user john,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,220,bank_statement.csv | table=1,221,2024-02-08,2024-02-08,100.0,100.0,,,ledg00187,bank00366,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,222,bank_statement.csv | table=1,222,2024-02-08,2024-02-08,1150.57,1150.57,,,ledg00206,bank00200,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,224,bank_statement.csv | table=1,220,2024-02-08,2024-02-08,1364.11,1364.11,,,ledg00385,bank00464,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,225,bank_statement.csv | table=1,226,2024-02-09,2024-02-09,1009.37,1009.37,,,ledg00273,bank00247,debit user john,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,226,bank_statement.csv | table=1,228,2024-02-09,2024-02-09,502.22,502.22,,,ledg00097,bank00087,credit system auto,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,228,bank_statement.csv | table=1,225,2024-02-09,2024-02-09,1000.0,1000.0,,,ledg00088,bank00415,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,232,bank_statement.csv | table=1,230,2024-02-10,2024-02-10,500.0,500.0,,,ledg00340,bank00096,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,233,bank_statement.csv | table=1,232,2024-02-10,2024-02-11,49.99,50.0,,,ledg00354,bank00257,transfer user john,transfer,100.0,66.67,33.33,100.0,100.0,0.01,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,234,bank_statement.csv | table=1,229,2024-02-10,2024-02-10,1646.95,1646.94,,,ledg00362,bank00293,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,235,bank_statement.csv | table=1,234,2024-02-11,2024-02-11,1172.56,1172.56,,,ledg00179,bank00145,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,236,bank_statement.csv | table=1,236,2024-02-11,2024-02-11,708.32,708.32,,,ledg00164,bank00030,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,237,bank_statement.csv | table=1,237,2024-02-12,2024-02-11,498.12,498.12,,,ledg00414,bank00402,debit user sara,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,238,bank_statement.csv | table=1,235,2024-02-12,2024-02-11,444.33,444.33,,,ledg00431,bank00367,transfer user john,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,239,bank_statement.csv | table=1,241,2024-02-12,2024-02-12,172.44,172.44,,,ledg00021,bank00491,transfer user sara,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,240,bank_statement.csv | table=1,238,2024-02-12,2024-02-12,1441.21,1441.21,,,ledg00027,bank00498,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,242,bank_statement.csv | table=1,249,2024-02-13,2024-02-13,100.0,100.0,,,ledg00098,bank00076,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,243,bank_statement.csv | table=1,248,2024-02-13,2024-02-13,1170.95,1170.95,,,ledg00359,bank00214,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,244,bank_statement.csv | table=1,246,2024-02-13,2024-02-13,99.99,100.0,,,ledg00381,bank00129,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,245,bank_statement.csv | table=1,250,2024-02-14,2024-02-14,706.75,706.75,,,ledg00289,bank00377,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,246,bank_statement.csv | table=1,252,2024-02-14,2024-02-14,418.1,418.1,,,ledg00205,bank00164,transfer user john,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,247,bank_statement.csv | table=1,245,2024-02-14,2024-02-13,100.0,100.0,,,ledg00347,bank00499,credit user sara,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,248,bank_statement.csv | table=1,251,2024-02-14,2024-02-14,1411.12,1411.12,INV,,ledg00361,bank00099,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,249,bank_statement.csv | table=1,255,2024-02-15,2024-02-15,1888.68,1888.68,,,ledg00105,bank00333,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,250,bank_statement.csv | table=1,253,2024-02-15,2024-02-15,249.84,249.84,,,ledg00032,bank00337,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,251,bank_statement.csv | table=1,261,2024-02-16,2024-02-16,50.0,50.0,,,ledg00185,bank00455,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,253,bank_statement.csv | table=1,260,2024-02-16,2024-02-16,1600.58,1599.58,,,ledg00219,bank00354,transfer system auto,transfer,100.0,100.0,22.22,100.0,100.0,1.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,254,bank_statement.csv | table=1,256,2024-02-16,2024-02-16,50.01,50.0,,,ledg00333,bank00036,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,255,bank_statement.csv | table=1,257,2024-02-16,2024-02-16,500.0,500.0,,,ledg00429,bank00413,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,256,bank_statement.csv | table=1,258,2024-02-16,2024-02-16,100.44,100.44,,,ledg00160,bank00061,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,257,bank_statement.csv | table=1,259,2024-02-16,2024-02-16,134.05,134.06,,,ledg00110,bank00133,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
